iso3,category,category_name,type,type_name,prop_ssf,source
GBR,B,Capacity-enhancing,B7,Fuel subsidies,0.1229999999989128,Schuhbauer et al. (2017)
GBR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GBR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GBR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GEO,A,Beneficial,A1,Fisheries management,0.012898916283366198,Schuhbauer et al. (2017)
GEO,A,Beneficial,A2,Fishery research and development,0.010320924307561322,Schuhbauer et al. (2017)
GEO,A,Beneficial,A3,Marine protected areas,0.026706812003873755,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B2,Fisheries development projects,8.58704373657894e-6,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.07224704358590955,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GEO,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GEO,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GEO,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GEO,C,Ambiguous,C3,Rural fisher communities,0.2103554780083437,Schuhbauer et al. (2017)
GHA,A,Beneficial,A1,Fisheries management,0.375,Schuhbauer et al. (2017)
GHA,A,Beneficial,A2,Fishery research and development,0.5154963159967818,Schuhbauer et al. (2017)
GHA,A,Beneficial,A3,Marine protected areas,0.20956643899871608,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B2,Fisheries development projects,0.7500000129053338,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B2,Fisheries development projects,0.7500000129928376,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B3,Fishing port development,0.037497829330360666,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.8333333340071446,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.515000000007914,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GHA,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
GHA,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
GHA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GHA,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GIN,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
GIN,A,Beneficial,A2,Fishery research and development,0.214999979,Schuhbauer et al. (2017)
GIN,A,Beneficial,A3,Marine protected areas,0.07983174100024804,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B2,Fisheries development projects,0.21499997800331672,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B3,Fishing port development,0.07274122141074513,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GIN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GIN,C,Ambiguous,C1,Fisher assistance,0.7083223329446409,Schuhbauer et al. (2017)
GIN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GIN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GMB,A,Beneficial,A1,Fisheries management,0.33995214706806354,Schuhbauer et al. (2017)
GMB,A,Beneficial,A2,Fishery research and development,0.42427005698454867,Schuhbauer et al. (2017)
GMB,A,Beneficial,A3,Marine protected areas,0.12076728998198528,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B3,Fishing port development,0.07274122142117896,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GMB,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GMB,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GMB,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GMB,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GNB,A,Beneficial,A1,Fisheries management,0.13370859728122345,Schuhbauer et al. (2017)
GNB,A,Beneficial,A2,Fishery research and development,0.16687217498105317,Schuhbauer et al. (2017)
GNB,A,Beneficial,A3,Marine protected areas,0.04749970001074556,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GNB,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GNB,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GNB,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GNB,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GNQ,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
GNQ,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
GNQ,A,Beneficial,A3,Marine protected areas,0.12403341798703735,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.43138183124110563,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GNQ,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GNQ,C,Ambiguous,C1,Fisher assistance,0.6019836750234362,Schuhbauer et al. (2017)
GNQ,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GNQ,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GRC,A,Beneficial,A1,Fisheries management,0.18072782823551028,Schuhbauer et al. (2017)
GRC,A,Beneficial,A2,Fishery research and development,0.5980000580832137,Schuhbauer et al. (2017)
GRC,A,Beneficial,A3,Marine protected areas,0.5980000021214114,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B3,Fishing port development,0.5100000079831087,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GRC,B,Capacity-enhancing,B7,Fuel subsidies,0.09742148526456859,Schuhbauer et al. (2017)
GRC,C,Ambiguous,C1,Fisher assistance,0.002847616751293938,Schuhbauer et al. (2017)
GRC,C,Ambiguous,C2,Vessel buyback programs,0.3700000000205893,Schuhbauer et al. (2017)
GRC,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
GRD,A,Beneficial,A1,Fisheries management,0.9670235231413629,Schuhbauer et al. (2017)
GRD,A,Beneficial,A2,Fishery research and development,1,Schuhbauer et al. (2017)
GRD,A,Beneficial,A3,Marine protected areas,0.9356651019861748,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B3,Fishing port development,1,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.7490119746210449,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GRD,B,Capacity-enhancing,B7,Fuel subsidies,0.4812505885196172,Schuhbauer et al. (2017)
GRD,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GRD,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GRD,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
GTM,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
GTM,A,Beneficial,A2,Fishery research and development,0.8182448541641324,Schuhbauer et al. (2017)
GTM,A,Beneficial,A3,Marine protected areas,0.6835824789642444,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B2,Fisheries development projects,0.22763743100739622,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.19786524269711525,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GTM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GTM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GTM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GTM,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
GUY,A,Beneficial,A1,Fisheries management,0.4222587260666512,Schuhbauer et al. (2017)
GUY,A,Beneficial,A2,Fishery research and development,0.21800743323268246,Schuhbauer et al. (2017)
GUY,A,Beneficial,A3,Marine protected areas,1,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.18487675090971736,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GUY,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
GUY,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GUY,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GUY,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
HKG,A,Beneficial,A1,Fisheries management,0.08833564189272743,Schuhbauer et al. (2017)
HKG,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
HKG,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B2,Fisheries development projects,0.00301744522422414,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
HKG,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
HKG,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
HKG,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
HKG,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
HND,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
HND,A,Beneficial,A2,Fishery research and development,0.9922024221779179,Schuhbauer et al. (2017)
HND,A,Beneficial,A3,Marine protected areas,0.8289110369263158,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B1,Boat construction and renovation,0.6627525512452495,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B2,Fisheries development projects,0.34084419699118884,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.296265950178445,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
HND,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
HND,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
HND,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
HND,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
HRV,A,Beneficial,A1,Fisheries management,0.16760296648009518,Schuhbauer et al. (2017)
HRV,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
HRV,A,Beneficial,A3,Marine protected areas,0.23447786000699986,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B2,Fisheries development projects,0.4722720896041941,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
HRV,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
HRV,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
HRV,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
HRV,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
HTI,A,Beneficial,A1,Fisheries management,0.9899999998061259,Schuhbauer et al. (2017)
HTI,A,Beneficial,A2,Fishery research and development,0.9900000000605055,Schuhbauer et al. (2017)
HTI,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B1,Boat construction and renovation,0.9912149531136357,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B3,Fishing port development,1,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
HTI,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
HTI,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
HTI,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
HTI,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
IDN,A,Beneficial,A1,Fisheries management,0.0049410251067747,Schuhbauer et al. (2017)
IDN,A,Beneficial,A2,Fishery research and development,0.10800000499978261,Schuhbauer et al. (2017)
IDN,A,Beneficial,A3,Marine protected areas,0.22323870100471047,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B1,Boat construction and renovation,0.3256955097180859,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B3,Fishing port development,0.624999999906798,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.4478095965981019,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.1027602720197546,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
IDN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
IDN,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
IDN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
IDN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
IND,A,Beneficial,A1,Fisheries management,0.42381334493135364,Schuhbauer et al. (2017)
IND,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
IND,A,Beneficial,A3,Marine protected areas,0.4238132589775883,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B1,Boat construction and renovation,0.439999999971868,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B2,Fisheries development projects,0.47518964823263504,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.19999999799831406,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
IND,B,Capacity-enhancing,B7,Fuel subsidies,0.05038719939159676,Schuhbauer et al. (2017)
IND,C,Ambiguous,C1,Fisher assistance,0.9381793531317989,Schuhbauer et al. (2017)
IND,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
IND,C,Ambiguous,C3,Rural fisher communities,0.9999999831451135,Schuhbauer et al. (2017)
IRL,A,Beneficial,A1,Fisheries management,0.10140556968153648,Schuhbauer et al. (2017)
IRL,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
IRL,A,Beneficial,A3,Marine protected areas,0.02100000000112225,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B1,Boat construction and renovation,0.05744668771791668,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B2,Fisheries development projects,0.22999999997453094,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B3,Fishing port development,0.030208364999531775,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.023126270608185354,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
IRL,B,Capacity-enhancing,B7,Fuel subsidies,0.17799999999683988,Schuhbauer et al. (2017)
IRL,C,Ambiguous,C1,Fisher assistance,0.07394591273304406,Schuhbauer et al. (2017)
IRL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
IRL,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
IRN,A,Beneficial,A1,Fisheries management,0.5805212520110171,Schuhbauer et al. (2017)
IRN,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
IRN,A,Beneficial,A3,Marine protected areas,0.5805212669644504,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B1,Boat construction and renovation,0.2946378678712381,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
IRN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
IRN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
IRN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
IRN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
IRQ,A,Beneficial,A1,Fisheries management,0.2506381323578663,Schuhbauer et al. (2017)
IRQ,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
IRQ,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
IRQ,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
IRQ,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
IRQ,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
IRQ,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
ISL,A,Beneficial,A1,Fisheries management,0.1382553809909229,Schuhbauer et al. (2017)
ISL,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
ISL,A,Beneficial,A3,Marine protected areas,0.03534303800082875,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.08061407393334453,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ISL,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
ISL,C,Ambiguous,C1,Fisher assistance,9.699899719747625e-4,Schuhbauer et al. (2017)
ISL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
ISL,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
ISR,A,Beneficial,A1,Fisheries management,0.06025090039749238,Schuhbauer et al. (2017)
ISR,A,Beneficial,A2,Fishery research and development,0.0482090877575776,Schuhbauer et al. (2017)
ISR,A,Beneficial,A3,Marine protected areas,0.12474764999397686,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ISR,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
ISR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
ISR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
ISR,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
ITA,A,Beneficial,A1,Fisheries management,0.8800000000078628,Schuhbauer et al. (2017)
ITA,A,Beneficial,A2,Fishery research and development,0.11655197600023706,Schuhbauer et al. (2017)
ITA,A,Beneficial,A3,Marine protected areas,0.14656487000709767,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B1,Boat construction and renovation,0.46864283178703053,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B2,Fisheries development projects,0.5,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.5,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.8427673760509932,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ITA,B,Capacity-enhancing,B7,Fuel subsidies,0.15815171962620642,Schuhbauer et al. (2017)
ITA,C,Ambiguous,C1,Fisher assistance,0.2766159441243536,Schuhbauer et al. (2017)
ITA,C,Ambiguous,C2,Vessel buyback programs,0.4009054368466646,Schuhbauer et al. (2017)
ITA,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
JAM,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
JAM,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
JAM,A,Beneficial,A3,Marine protected areas,0.999999901789592,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.93405186844255,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
JAM,B,Capacity-enhancing,B7,Fuel subsidies,0.6001412881723658,Schuhbauer et al. (2017)
JAM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
JAM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
JAM,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
